	Kingdom	Phylum	Class	Order	Family	Genus	Species	ASV
832d757862b1cd50026e97b4bdacb7ad	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	metagenome	ASV00458
5c2b552257979965e66e8ae9950fabf5	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	uncultured_bacterium	ASV00459
2782e63bedf3fd0017af6fecdc195d69	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	uncultured	uncultured	uncultured_bacterium	ASV00460
7ecaace24ceac4a3c9ce3c7a2c436bc9	Bacteria	Chloroflexi	AD3	AD3	AD3	AD3	uncultured_bacterium	ASV00461
f092b5b924a587d219725d881ed2181d	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Flexilinea	Anaerolineae_bacterium	ASV00462
3538bcf9e8385e5b028731d69bfcb311	Bacteria	Chloroflexi	Anaerolineae	Caldilineales	Caldilineaceae	Caldilineaceae	uncultured_bacterium	ASV00463
a6c261e2d9022f631c4fc92346ce11e1	Bacteria	Chloroflexi	Anaerolineae	Caldilineales	Caldilineaceae	uncultured	uncultured_Caldilineales	ASV00464
545d1458a50d17809275707f6469c5b6	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	Candidatus_Chloroploca	compost_metagenome	ASV00465
819ee479876d76f3f982ce893294fd94	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	uncultured	uncultured_bacterium	ASV00466
b4265c563a93340674e450b77b0467cc	Bacteria	Chloroflexi	Chloroflexia	Kallotenuales	AKIW781	AKIW781	uncultured_bacterium	ASV00467
d97b245665050a222bae1120d208c7d0	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	JG30-KF-CM45	bacterium_QTYC46b	ASV00468
e5a7f728ca79ba1070bb444484cb4fa3	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	JG30-KF-CM45	bacterium_QTYC46b	ASV00469
91d740ff9fc59e26aae5e52684fbab06	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	JG30-KF-CM45	metagenome	ASV00470
30242ff322d5761fc7c180f70f895606	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	JG30-KF-CM45	metagenome	ASV00471
189dc17dd63ea1e7677e67fd076d811a	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	JG30-KF-CM45	uncultured_bacterium	ASV00472
4018fa74c163ed968b4a77bb7df5f6c6	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	JG30-KF-CM45	uncultured_bacterium	ASV00473
b5a75ee30645cb947ad835d87d6cfa11	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	JG30-KF-CM45	uncultured_bacterium	ASV00474
8e754dabfe770feae700cc83c2b29c4e	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	Thermomicrobiaceae	Sphaerobacter	ND	ASV00475
f7b06b238ab0b6d7cf1757cdaf27c3de	Bacteria	Chloroflexi	Dehalococcoidia	S085	S085	S085	metagenome	ASV00476
6b2a83d37dc7fb15874799a975326bec	Bacteria	Chloroflexi	Dehalococcoidia	S085	S085	S085	uncultured_bacterium	ASV00477
f5f1afd94f3a22c39182ea71d8c4a368	Bacteria	Chloroflexi	Dehalococcoidia	S085	S085	S085	uncultured_bacterium	ASV00478
799f7d3dc91dbd4c0785f92494383f70	Bacteria	Chloroflexi	Dehalococcoidia	S085	S085	S085	uncultured_bacterium	ASV00479
2eddaadbcbb83008c2b3e3659e2ec32e	Bacteria	Chloroflexi	KD4-96	KD4-96	KD4-96	KD4-96	uncultured_bacterium	ASV00480
c39e15de7f8295ecfed0969cd53b2126	Bacteria	Chloroflexi	KD4-96	KD4-96	KD4-96	KD4-96	ND	ASV00481
b398c2291bf5daf8814f91d7359b7bdd	Bacteria	Chloroflexi	Ktedonobacteria	C0119	C0119	C0119	uncultured_bacterium	ASV00482
a14f89b82f07725452806de73c36785f	Bacteria	Chloroflexi	Ktedonobacteria	C0119	C0119	C0119	uncultured_Chloroflexi	ASV00483
529fea45ef457e99421eb8aa2bf1804a	Bacteria	Chloroflexi	TK10	TK10	TK10	TK10	uncultured_bacterium	ASV00484
4f56be5d1e8d0f39af2201c9400318a7	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	Azolla_filiculoides	ASV00485
68c90d1f7081b1c0cf4246b30a4343a9	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	Castanea_mollissima	ASV00486
73abb74da1e1e3662516770c6ad64b6c	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	Castanea_mollissima	ASV00487
d548d03eb0cc6a8011714e4622a8c4fe	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	Castanea_mollissima	ASV00488
45f1d147a484b9d7db16b3c53c99122a	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	Prasiolopsis_sp	ASV00489
77c0b227e8f8b8e3777741bb972c0671	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	Prasiolopsis_sp	ASV00490
c5570540f7e49236f95afa1898fb76c7	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	Pseudochlorella_signiensis	ASV00491
9fa519ba3450dcee617a26090af7ef5b	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	Sanionia_uncinata	ASV00492
8208b87c68f52d8731a6ff9c2bd880d6	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	Sanionia_uncinata	ASV00493
40875d7983928a9abcb96a23188dea1b	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	Sanionia_uncinata	ASV00494
20d0e0644c8bd7db63f7849d438e30e1	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	Trebouxia_sp	ASV00495
d6ad8ece037c2b5be4f248a46ac931ac	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	Trebouxia_sp	ASV00496
85c1a91936c2296ac3ae67478357d1b7	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	Trebouxia_sp	ASV00497
e2536e85a97ecb96966df7cab762e9b9	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	Trebouxia_sp	ASV00498
6c81846e5dcfaa287ec0fc2f60aed3c2	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	Trebouxia_sp	ASV00499
235a2b88020c0bb34a0ead3d861c488d	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	Trebouxia_sp	ASV00500
35716ea90e1ae01164d6e0a37c05ce38	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	Trebouxia_sp	ASV00501
e8c717367e28e2c0f4f5b9ef95f51737	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	uncultured_bacterium	ASV00502
76d1e097f6d29b86080dbcb117c233af	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	uncultured_bacterium	ASV00503
7a2a374c49f45b22054a21a76e7d3889	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	uncultured_bacterium	ASV00504
67988f0f43e79bdb67e0a1450a583219	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	uncultured_Chlorophyta	ASV00505
e78d28b0c959b6e035caad98e3288205	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	ND	ASV00506
e1b2b6ae4af6686429c21926cc0314a0	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	ND	ASV00507
4a0b292ba716582f9af46694458c0b9b	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	ND	ASV00508
5a06c8d9a4cebd9f7d348765697f102f	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	ND	ASV00509
4715be6ca704dd803d62038c0cda02f8	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	ND	ASV00510
9891414d5dc7851561dac7a1724f2e6c	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	ND	ASV00511
12b86cb4ee9d0a3f87fd93a8b977e9b7	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	ND	ASV00512
3eda2ca8cb31d252b69b42554e3e56ea	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	ND	ASV00513
97662c31b68c8ddca3c23e895f15c63c	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	ND	ASV00514
9267d2bcee535c2c28a239c3d6099235	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	ND	ASV00515
cb55df4786f5d23776e7790dae8a8eab	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	ND	ASV00516
6fcf61e63eb7a4b343a824ea24f7218e	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	ND	ASV00517
95f61f58525b876baa4eabb8dbe122bf	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	ND	ASV00518
9a74e675341ce65d1fedb0206b7696c2	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	ND	ASV00519
eee6805c94fc55dd598f77d38eb876be	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	ND	ASV00520
aed4b2e79a517d8ca97210e3c5057045	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	ND	ASV00521
540ce807162548efec19aadf813f7bf2	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	ND	ASV00522
912453d3894ce8765b67d1a09e696dbf	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	ND	ASV00523
c03457f26e6dd7f37f1f436b262c6cbc	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	ND	ASV00524
ef1dd5adc66370a0d499f9cdf0b519e7	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	ND	ASV00525
2e62c6d692fad7e64b862f4a50823e9c	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	ND	ASV00526
f76f135d40ff48396ce51c68f7d12b5b	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	ND	ASV00527
0754f6f6ca570ec7b3896fe5f75de4a6	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	ND	ASV00528
047cebb88ea2c7411919e808a4a6087e	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	ND	ASV00529
4f70929f45f722d5d4b1611922a148b4	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	ND	ASV00530
bfc8546c0100cd70a8819854e2b8100b	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	ND	ASV00531
629aa7223ff43d37a423f120007ba21b	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	ND	ASV00532
13c5f7d911bd99560a56f5ebdcb10d5d	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	ND	ASV00533
f845966ed8d1266c54ee7b9897587097	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	ND	ASV00534
bf1976de535b809ebafdde5ee94ce4f7	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	ND	ASV00535
bb8bb6fcd0f56a97a50365bbdf32fbee	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	ND	ASV00536
4a4bfd2e9555ca374c15fd29a71c36d6	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Chroococcidiopsaceae	Aliterella	ND	ASV00537
4404c3b584ed62464f18223c9042c62f	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Chroococcidiopsaceae	uncultured	uncultured_cyanobacterium	ASV00538
4aee044bee666c8984a0718a6ca2f3ec	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Phormidiaceae	Tychonema_CCAP_1459-11B	ND	ASV00539
665cf786ebcad9385bcab1ea28ce7241	Bacteria	Cyanobacteria	Vampirivibrionia	Obscuribacterales	Obscuribacteraceae	Obscuribacteraceae	bioreactor_metagenome	ASV00540
ea390347478df925f665792f5b1fe658	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	Vermiphilaceae	uncultured_bacterium	ASV00541
475c76b2f7be7f620ba082c3f7552beb	Bacteria	Desulfobacterota	uncultured	uncultured	uncultured	uncultured	uncultured_bacterium	ASV00542
d45b7ad0880feffb2d78472748de7bf3	Bacteria	Entotheonellaeota	Entotheonellia	Entotheonellales	Entotheonellaceae	Entotheonellaceae	uncultured_bacterium	ASV00543
e2f35a31c9b5b02614b653e647d598c1	Bacteria	Fibrobacterota	Fibrobacteria	Fibrobacterales	Fibrobacterales	BBMC-4	uncultured_bacterium	ASV00544
d986d0c4900f1749096bcccff8b3cee7	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus_lehensis	ASV00545
83e948f389f9d97b0c975afc880989e8	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	ND	ASV00546
bdf8a26094624622d68509a87fa75ba7	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	ND	ASV00547
6d320b7becb5b688227edd5b423bc767	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	ND	ASV00548
48782307120574c67aaa25ec7ce686ba	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	ND	ASV00549
88955419bf45e7401a1d58ccdde5d671	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	ND	ASV00550
e2fe745095f616a0b114eadbc270ef8a	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	ND	ASV00551
3bd1a937780096ee7169d97c5cf75b75	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	ND	ASV00552
bf57cd36dfb2210a8f36b8e4a18efeb3	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	ND	ASV00553
149493218b5eabf7e7c7fc9fcbea144a	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	ND	ASV00554
7ab74b20f65cca74bc7543dc7af7999f	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	ND	ASV00555
664848e7851796cb3a0be78b6098292a	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	ND	ASV00556
ba870a8bfca9c667d095e97ad8c5f51f	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	ND	ASV00557
31c862c1b2e0ffdd72b11a0b50c208f6	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	ND	ASV00558
b383a0f98e44fe8a7452ebf944105c48	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	ND	ASV00559
5e3ef02a894d871d6ad880eded9dce54	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	ND	ASV00560
65367568177bd708683f4984315205df	Bacteria	Firmicutes	Bacilli	Bacillales	Salisediminibacteriaceae	Salipaludibacillus	ND	ASV00561
6c5f4f9666d82b1bedf94e99acfe6741	Bacteria	Firmicutes	Bacilli	Bacillales	ND	ND	ND	ASV00562
585eb5eedf9dbbd6862ca1dc8cd0aa35	Bacteria	Firmicutes	Bacilli	Bacillales	ND	ND	ND	ASV00563
25d91f050b223aec77bbf193db6b445d	Bacteria	Firmicutes	Bacilli	Bacillales	ND	ND	ND	ASV00564
11ab287a8087481e6b9a5d76562366f9	Bacteria	Firmicutes	Bacilli	Bacillales	ND	ND	ND	ASV00565
fa06e4f3b17ed6ba778a38980179593f	Bacteria	Firmicutes	Bacilli	Bacillales	ND	ND	ND	ASV00566
c9d255636d8f9fbf2b570c41ce36e3ff	Bacteria	Firmicutes	Bacilli	Bacillales	ND	ND	ND	ASV00567
fb4ba4f670eb3356d8cc57ee6f88933d	Bacteria	Firmicutes	Bacilli	Entomoplasmatales	Spiroplasmataceae	Spiroplasma	Spiroplasma_citri	ASV00568
a57256c27c3ac075e7173a8896fcfe31	Bacteria	Firmicutes	Bacilli	Entomoplasmatales	Spiroplasmataceae	Spiroplasma	ND	ASV00569
6539f59062d16f8454aa0eeb82a123c1	Bacteria	Firmicutes	Bacilli	Exiguobacterales	Exiguobacteraceae	Exiguobacterium	Exiguobacterium_undae	ASV00570
29fbc7e5021229480248fa7466a499a2	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Abiotrophia	uncultured_bacterium	ASV00571
65641452be75528754b5ae258ba661c1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Aerococcus	ND	ASV00572
e1238172ee78f92055436e3db093ba44	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Facklamia	ND	ASV00573
e3071eccbbbd1ee2c34f2f169c488e5e	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	ND	ND	ASV00574
72508a278c1dfd12865932edc20dc5b3	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	ND	ND	ASV00575
a41e544b6f293ecdfd077192573951fc	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Alloiococcus	Alloiococcus_otitis	ASV00576
fa75e4a8d77483c82a344c520c19f153	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Alloiococcus	uncultured_bacterium	ASV00577
b03d2e5ac94c7a0d115e5c542e9315e8	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Dolosigranulum	uncultured_bacterium	ASV00578
6b1fa6392ce278002c0c43b3494d35ef	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Dolosigranulum	uncultured_bacterium	ASV00579
a068bec0f44b487528c8d1ebd800b90d	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	uncultured_bacterium	ASV00580
942ec60e75a4f9183b9b69cbf8960379	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	ND	ASV00581
2bd9309f2f97cae51d18d06ea1ca519a	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	ND	ASV00582
0b426716248051c5d58ae3e72ff4b0b0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	ND	ASV00583
cb5212f47a63c14d5d69aaa3375ae689	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus_cecorum	ASV00584
9908fffab7ed4f3bec44cda2f5084d49	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	ND	ASV00585
569653b1659271a290facfcedd0de061	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	ND	ASV00586
96d14363f547715b65bf7d8ad1d31d17	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_apis	ASV00587
fb738904231fc2dbbf3a0f2e5c4ff307	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_apis	ASV00588
06330d88d6acc3135ab808f9f065beac	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_apis	ASV00589
33320ffd2228254056936e426e346c8c	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_apis	ASV00590
139f3606221ee22a0da037f401753c11	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_delbrueckii	ASV00591
ea6d78bda97b04e1583dbc14c9e77a6d	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_helsingborgensis	ASV00592
f7447c8e079023f4f2579d8580575dd3	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_iners	ASV00593
11f067312baf8b5a36301defdf1d44a6	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_kullabergensis	ASV00594
fe3d548ed22ee06b5c95e1b3d4ec3de3	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_kunkeei	ASV00595
1406a248f63e10bd0f76fb3c1b1103c0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_mellifer	ASV00596
7aa201a55c9bcbe758fb43931c648165	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_mellis	ASV00597
28ea8cb574fc8524d85870a641132e74	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_mellis	ASV00598
29bc91c045dd3be6a9591f943a613aac	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_mellis	ASV00599
ea6e2b93b05d0e8d4281418a60cd5256	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_mellis	ASV00600
d32c923f64cabd26528d78d2ff338401	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_mellis	ASV00601
ab8a936bf957b3c1a55dcdbf077c73c8	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_melliventris	ASV00602
a43df752a7a7162a7a122ea36a6f5966	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	uncultured_Firmicutes	ASV00603
2710dd86b647f783fdc98a20037c6175	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	ND	ASV00604
3bac14d2805bf995afe9d316a5777b1e	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	ND	ASV00605
29daaf94c6c9c41e5044aa321d18a306	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	ND	ASV00606
54602a8abdb95e2d19311b1314da7320	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	ND	ASV00607
d114fb4c335125128be28401522dd41a	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	ASV00608
e7cfd084265c4df4856ca07b1c9b24ee	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_mutans	ASV00609
fd496fd32dc8c08ade2e8b6c9d8ee13d	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_salivarius	ASV00610
0e4b16b94e91d80e199028ef6ba7f3b1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_troglodytae	ASV00611
06f825b512d903b9230e1a55d87359ee	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	ND	ASV00612
1b51357852b0b814b4d9918c6f0ab762	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	ND	ASV00613
735cb9abbbc8ff2b5b354be608a3a869	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	ND	ASV00614
f65c6b1c717cc9244838541c939ef399	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	ND	ASV00615
849adf5776750a934adb2594466c33f5	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	ND	ASV00616
e20080c3550b1318bbb29e84d651c014	Bacteria	Firmicutes	Bacilli	Lactobacillales	Vagococcaceae	Vagococcus	ND	ASV00617
b3c0f9869af3e93e77a7f1baa31516ef	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	Paenibacillus_alvei	ASV00618
82634e1e964caf46bed3083e0c07790c	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	Paenibacillus_alvei	ASV00619
d799879f1641c33ae04917b82dc639a3	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	Paenibacillus_alvei	ASV00620
aa7d2eba6303c2fe877c35e9c095e4b1	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	Paenibacillus_darwinianus	ASV00621
7f6fce86c121736e36d306e242fc6f30	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	ND	ASV00622
9eb29f6f157c2f6a0e1006e34f7b11dc	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	ND	ASV00623
6a42f6b31b1958a4fd7c015ad7affbf4	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	ND	ASV00624
b50c34ec7c501afe758956c65dcc4b31	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	ND	ASV00625
968fee41d23af3ca3506bb48195226a9	Bacteria	Firmicutes	Bacilli	Staphylococcales	Gemellaceae	Gemella	uncultured_bacterium	ASV00626
85c44c83eddc5d3028261a1000b7d0e1	Bacteria	Firmicutes	Bacilli	Staphylococcales	Gemellaceae	Gemella	ND	ASV00627
92adffdbbdf3871953423471a7be7ab2	Bacteria	Firmicutes	Bacilli	Staphylococcales	Gemellaceae	Gemella	ND	ASV00628
bc6c345a2feb70d3210ba7f89530c5b0	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Jeotgalicoccus	ND	ASV00629
367efce99d6ad28271a76e29d546507e	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Macrococcus	uncultured_bacterium	ASV00630
65d43491988bfe557da4d86a5ba25dae	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	ND	ASV00631
246261097f783d03c350d7dbafe61d8b	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	ND	ASV00632
922d33a2963d3e87a3d4df6b82371235	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	ND	ASV00633
